dci_a,dci_b,level_fr,severity,mechanism,recommendation
SIROLIMUS,VERAPAMIL,Précaution d'emploi,MODERATE,Augmentation des concentrations sanguines du sirolimus (diminution de son métabolisme hépatique par le vérapamil).,"Dosage des concentrations sanguines de l’immunosuppresseur, contrôle de la fonction rénale et adaptation de la posologie pendant l’association et après son arrêt."
SODIUM (BICARBONATE DE),LITHIUM,Précaution d'emploi,MODERATE,Risque de baisse de l’efficacité du lithium par augmentation de son élimination rénale par les sels de sodium.,Eviter les surcharges sodées et tenir compte de la présence de sodium dans certains médicaments comme les antiacides.
SODIUM (CHLORURE DE),LITHIUM,Précaution d'emploi,MODERATE,Risque de baisse de l’efficacité du lithium par augmentation de son élimination rénale par les sels de sodium. 224,Eviter les surcharges sodées et tenir compte de la présence de sodium dans certains médicaments comme les antiacides.
SOFOSBUVIR,AMIODARONE,Association déconseillée,MAJOR,"Survenue de bradycardie éventuellement brutale, pouvant avoir des conséquences fatales.","Si l'association ne peut être évitée, surveillance clinique et ECG étroite, en particulier pendant les premières semaines de traitement. Une surveillance continue en milieu hospitalier est requise pendant les 48 heures qui suivent la co-adminsitration. Prendre en compte la longue demi-vie de l'amiodarone chez les patients l'ayant arrêtée au cours des derniers mois et qui doivent débuter un traitement contenant du sofosbuvir."
SOFOSBUVIR,INDUCTEURS ENZYMATIQUES,Association déconseillée,MAJOR,Risque de diminution des concentrations plasmatiques de sofosbuvir par diminution de son absorption intestinale par l’inducteur.,Contre-indication : - avec la rifampicine - avec les anticonvulsivants inducteurs enzymatiques Association déconseillée: - avec les autres inducteurs.
SOFOSBUVIR,MILLEPERTUIS,Contre-indication,MAJOR,Risque de diminution des concentrations plasmatiques de sofosbuvir par diminution de son absorption intestinale par le millepertuis.,
SORBITOL,LAMIVUDINE,Association déconseillée,MAJOR,Diminution des concentrations plasmatiques de lamivudine par le sorbitol.,"Si l’association ne peut être évitée, surveillance plus fréquente de la charge virale."
SORBITOL,POLYSTYRÈNE SULFONATE DE CALCIUM,Contre-indication,MAJOR,"Par voie orale ou rectale du sorbitol ou de la résine, et pour une dose de sorbitol par prise >= 2,5 g chez l'enfant et 5 g chez l'adulte : Risque de nécrose colique, éventuellement fatale.",
SORBITOL,POLYSTYRÈNE SULFONATE DE SODIUM,Contre-indication,MAJOR,"Par voie orale ou rectale du sorbitol ou de la résine, et pour une dose de sorbitol par prise >= 2,5 g chez l'enfant et 5 g chez l'adulte : Risque de nécrose colique, éventuellement fatale.",
SOTORASIB,ANTISÉCRÉTOIRES ANTIHISTAMINIQUES H2,À prendre en compte,MINOR,"Risque de diminution de l’effet du sotorasib, par diminution de son absorption.",
SOTORASIB,ANTISÉCRÉTOIRES INHIBITEURS DE LA POMPE À PROTONS,À prendre en compte,MINOR,"Risque de diminution de l’effet du sotorasib, par diminution de son absorption.",
SOTORASIB,INDUCTEURS ENZYMATIQUES PUISSANTS,Association déconseillée,MAJOR,"Diminution notable des concentrations plasmatiques du sotorasib, avec risque de moindre efficacité.",
SOTORASIB,RIFAMPICINE,Association déconseillée,MAJOR,"Diminution notable des concentrations plasmatiques du sotorasib, avec risque de moindre efficacité.",
SPERMICIDES,MÉDICAMENTS UTILISÉS PAR VOIE VAGINALE,Association déconseillée,MAJOR,Tout traitement local vaginal est susceptible d'inactiver une contraception locale spermicide. 225,
SPIRAMYCINE,LEVODOPA,Précaution d'emploi,MODERATE,En cas d'association avec la carbidopa : inhibition de l'absorption de la carbidopa avec diminution des concentrations plasmatiques de la lévodopa.,Surveillance clinique et adaptation éventuelle de la posologie de la lévodopa.
SPIRONOLACTONE,INHIBITEURS DE L'ENZYME DE CONVERSION,Précaution d'emploi,MODERATE,"Avec la spironolactone à la posologie de 12,5 à 50 mg par jour, et avec des doses faibles d’IEC. Dans le traitement de l’insuffisance cardiaque de classe III ou IV (NYHA) avec fraction d’éjection <35 % et préalablement traitée par l’association inhibiteur de conversion + diurétique de l’anse : risque d’hyperkaliémie, potentiellement létale, en cas de non-respect des conditions de prescription de cette association.","Vérifier au préalable l’absence d’hyperkaliémie et d’insuffisance rénale. Surveillance biologique étroite de la kaliémie et de la créatininémie (1 fois par semaine pendant le premier mois, puis une fois par mois ensuite)."
SPIRONOLACTONE,MITOTANE,Contre-indication,MAJOR,"Possible réduction voire abolition de l'effet pharmacodynamique du mitotane par la spironolactone, associé à une baisse des concentrations du mitotane.",
STAVUDINE,ISONIAZIDE,Précaution d'emploi,MODERATE,Risque majoré de survenue de neuropathies périphériques par addition d'effets indésirables.,"Surveillance clinique et biologique régulière, notamment en début d'association."
STAVUDINE,PENTAMIDINE,Précaution d'emploi,MODERATE,Risque majoré de survenue de neuropathies périphériques par addition d'effets indésirables.,"Surveillance clinique et biologique régulière, notamment en début d'association."
STAVUDINE,RIBAVIRINE,Précaution d'emploi,MODERATE,"Risque de diminution de l'efficacité de chaque antiviral, par antagonisme compétitif de la réaction de phosphorylation à l'origine des métabolites actifs.","Surveillance clinique et biologique régulière, notamment en début d'association."
STAVUDINE,THALIDOMIDE,Précaution d'emploi,MODERATE,Risque majoré de survenue de neuropathies périphériques par addition d'effets indésirables.,"Surveillance clinique et biologique régulière, notamment en début d'association."
STAVUDINE,ZIDOVUDINE,Association déconseillée,MAJOR,Risque de diminution de l'efficacité de chaque antiviral par antagoniste compétitif de la réaction de phosphorylation à l'origine des métabolites actifs.,
STIRIPENTOL,ATORVASTATINE,Contre-indication,MAJOR,Risque majoré d’effets indésirables (dose-dépendants) à type de rhabdomyolyse (diminution du métabolisme hépatique de l’hypocholestérolémiant).,
STIRIPENTOL,CAFEINE,Précaution d'emploi,MODERATE,"Augmentation possible des concentrations plasmatiques de la caféine, avec risque de surdosage, par inhibition de son métabolisme hépatique.",Surveillance clinique et adaptation éventuelle de la posologie de caféine.
STIRIPENTOL,CLOBAZAM,Précaution d'emploi,MODERATE,"Augmentation des concentrations plasmatiques de ces anticonvulsivants, avec risque de surdosage, par inhibition de leur métabolisme hépatique.","Surveillance clinique, dosage plasmatique, lorsque cela est possible, de l'anticonvulsivant associé au stiripentol et éventuelle adaptation posologique de l'anticonvulsivant associé."
STIRIPENTOL,DIAZEPAM,Précaution d'emploi,MODERATE,"Augmentation des concentrations plasmatiques du diazépam, avec risque de surdosage, par inhibition de son métabolisme hépatique. 226","Surveillance clinique et dosage plasmatique, lorsque cela est possible, de l'anticonvulsivant associé au stiripentol et éventuelle adaptation posologique de l'anticonvulsivant associé."
STIRIPENTOL,IMMUNOSUPPRESSEURS,Contre-indication,MAJOR,Augmentation des concentrations sanguines de l’immunosuppresseur (diminution de son métabolisme hépatique).,
STIRIPENTOL,INDUCTEURS ENZYMATIQUES PUISSANTS,Précaution d'emploi,MODERATE,"Augmentation des concentrations plasmatiques de l'inducteur, avec risque de surdosage, par inhibition de son métabolisme hépatique par le stiripentol.","Surveillance clinique et dosage plasmatique, lorsque cela est possible, de l'inducteur associé au stiripentol et adaptation éventuelle de sa posologie."
STIRIPENTOL,MIDAZOLAM,Précaution d'emploi,MODERATE,Augmentation des concentrations plasmatiques du midazolam par diminution de son métabolisme hépatique avec majoration de la sédation.,Surveillance clinique et réduction de la posologie pendant le traitement par le stiripentol.
STIRIPENTOL,PIMOZIDE,Contre-indication,MAJOR,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.",
STIRIPENTOL,SIMVASTATINE,Contre-indication,MAJOR,Risque majoré d’effets indésirables (dose-dépendants) à type de rhabdomyolyse (diminution du métabolisme hépatique de l’hypocholestérolémiant).,
STIRIPENTOL,"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",Précaution d'emploi,MODERATE,"Augmentation possible de la théophyllinémie, avec risque de surdosage, par inhibition de son métabolisme hépatique.","Surveillance clinique, dosage plasmatique et adaptation éventuelle de la posologie de théophylline."
STRONTIUM,CALCIUM,Précaution d'emploi,MODERATE,Avec les sels de calcium administrés par voie orale : diminution de l'absorption digestive du strontium.,"Prendre le strontium à distance des sels de calcium (plus de deux heures, si possible)."
STRONTIUM,CYCLINES,Précaution d'emploi,MODERATE,Diminution de l'absorption digestive du strontium.,"Prendre le strontium à distance des cyclines (plus de deux heures, si possible)."
STRONTIUM,FER,Précaution d'emploi,MODERATE,Diminution de l'absorption digestive du strontium.,"Prendre le strontium à distance des sels de fer (plus de deux heures, si possible)."
ADSORBANTS,"TOPIQUES GASTRO-INTESTINAUX, ANTIACIDES ET ADSORBANTS",Association déconseillée,MAJOR,Diminution de l'absorption de ces substances.,"Association déconseillée: - avec les inhibiteurs d'intégrase (raltégravir, bictégravir, dolutégravir, cabotégravir) Précaution d'emploi: - avec les autres substances. Par mesure de précaution, il convient de prendre ces topiques ou antiacides à distance de tout autre médicament (plus de 2 heures, si possible)."
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES,ANAGRELIDE,Précaution d'emploi,MODERATE,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.",Surveillance clinique et électrocardiographique pendant l'association.
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES,ANTIPARASITAIRES SUSCEPTIBLES DE DONNER DES TORSADES DE,Association déconseillée,MAJOR,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.","Contre-indication: - avec le citalopram, la dompéridone, l'escitalopram, l'hydroxyzine et la pipéraquine. Association déconseillée: - avec les autres médicaments susceptibles de donner des torsades de pointes. Si cela est possible, interrompre l'un des deux traitements. Si l'association ne peut être évitée, contrôle préalable du QT et surveillance ECG monitorée."
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES,ARSENIEUX,Association déconseillée,MAJOR,"Risque majoré de troubles du rythme ventriculaires, notamment de torsades de pointes.","Contre-indication : - avec le citalopram, la dompéridone, l'escitalopram, l'hydroxyzine et la pipéraquine. Association déconseillée: - avec les autres médicaments susceptibles de donner des torsades de pointes. Si l’association ne peut être évitée, contrôle clinique et électrocardiographique régulier."
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES,AZITHROMYCINE,Précaution d'emploi,MODERATE,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes. 228",Surveillance clinique et électrocardiographique pendant l'association.
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES,CLARITHROMYCINE,Précaution d'emploi,MODERATE,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.",Surveillance clinique et électrocardiographique pendant l'association.
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES,CRIZOTINIB,Association déconseillée,MAJOR,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.","Contre-indication : - avec le citalopram, la dompéridone, l'escitalopram, l'hydroxyzine et la pipéraquine. Association déconseillée: - avec les autres médicaments susceptibles de donner des torsades de pointes. Si l’association ne peut être évitée, contrôle clinique et électrocardiographique régulier."
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES,DÉLAMANID,Association déconseillée,MAJOR,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.","Contre-indication: - avec citalopram, dompéridone, escitalopram, hydroxyzine et pipéraquine Associations déconseillées - avec les autres susbtances susceptibles de donner des torsades de pointes. Si l’association ne peut être évitée, contrôle clinique et électrocardiographique régulier."
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES,GLASDÉGIB,Précaution d'emploi,MODERATE,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.",Surveillance clinique et électrocardiographique pendant l'association.
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES,HYDROXYCHLOROQUINE,Association déconseillée,MAJOR,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.","Contre-indication : - avec le citalopram, la dompéridone, l'escitalopram, l'hydroxyzine et la pipéraquine. Association déconseillée: - avec les autres médicaments susceptibles de donner des torsades de pointes. Si l’association ne peut être évitée, contrôle clinique et électrocardiographique régulier."
